Size,Time Taken
88300,0.017772
88350,0.013932
88400,0.016576
88450,0.021938
88500,0.016951
88550,0.013939
88600,0.014077
88650,0.013882
88700,0.014100
88750,0.013550
88800,0.013672
88850,0.013617
88900,0.015198
88950,0.013900
89000,0.014060
89050,0.014044
89100,0.014046
89150,0.014098
89200,0.013752
89250,0.013739
89300,0.013641
89350,0.014033
89400,0.013863
89450,0.014156
89500,0.014408
89550,0.013698
89600,0.013550
89650,0.014151
89700,0.014736
89750,0.014615
89800,0.013864
89850,0.014176
89900,0.014290
89950,0.013874
90000,0.014154
90050,0.013889
90100,0.013893
90150,0.013872
90200,0.014069
90250,0.014955
90300,0.014481
90350,0.014109
90400,0.013992
90450,0.014186
90500,0.014192
90550,0.014181
90600,0.014004
90650,0.014222
90700,0.014556
90750,0.013876
90800,0.014530
90850,0.013977
90900,0.013946
90950,0.013957
91000,0.014164
91050,0.014512
91100,0.014060
91150,0.014253
91200,0.014048
91250,0.014641
91300,0.013939
91350,0.014236
91400,0.014369
91450,0.015527
91500,0.014202
91550,0.014246
91600,0.014011
91650,0.014761
91700,0.014037
91750,0.014449
91800,0.014698
91850,0.014429
91900,0.014783
91950,0.018447
92000,0.020441
92050,0.019387
92100,0.015984
92150,0.014454
92200,0.015475
92250,0.018185
92300,0.014478
92350,0.014411
92400,0.015080
92450,0.014495
92500,0.015084
92550,0.014238
92600,0.014076
92650,0.014250
92700,0.014318
92750,0.014655
92800,0.014483
92850,0.014788
92900,0.014256
92950,0.015132
93000,0.014906
93050,0.014914
93100,0.014929
93150,0.015089
93200,0.014535
93250,0.014449
93300,0.014398
93350,0.014780
93400,0.014981
93450,0.014390
93500,0.014761
93550,0.014629
93600,0.014382
93650,0.014474
93700,0.014573
93750,0.014636
93800,0.014689
93850,0.014922
93900,0.014827
93950,0.014528
94000,0.014834
94050,0.015137
94100,0.015128
94150,0.015306
94200,0.014824
94250,0.014517
94300,0.015022
94350,0.014565
94400,0.015138
94450,0.014725
94500,0.014726
94550,0.015060
94600,0.014545
94650,0.014756
94700,0.014687
94750,0.014812
94800,0.015197
94850,0.014800
94900,0.015198
94950,0.014779
95000,0.015400
95050,0.014943
95100,0.014725
95150,0.015020
95200,0.016512
95250,0.015450
95300,0.014978
95350,0.015486
95400,0.014702
95450,0.014922
95500,0.015122
95550,0.015326
95600,0.015431
95650,0.015442
95700,0.014662
95750,0.014618
95800,0.014849
95850,0.015058
95900,0.015335
95950,0.014817
96000,0.014975
96050,0.015091
96100,0.015028
96150,0.015560
96200,0.014921
96250,0.015059
96300,0.014851
96350,0.015578
96400,0.015537
96450,0.014916
96500,0.015048
96550,0.014920
96600,0.015092
96650,0.014833
96700,0.015319
96750,0.015131
96800,0.015246
96850,0.015356
96900,0.015005
96950,0.015701
97000,0.015606
97050,0.015123
97100,0.016077
97150,0.014692
97200,0.015141
97250,0.015278
97300,0.015145
97350,0.015281
97400,0.015879
97450,0.015478
97500,0.015503
97550,0.014980
97600,0.015831
97650,0.015312
97700,0.015242
97750,0.016654
97800,0.015410
97850,0.015168
97900,0.016244
97950,0.014937
98000,0.015216
98050,0.015339
98100,0.016015
98150,0.015586
98200,0.015394
98250,0.015417
98300,0.015964
98350,0.015817
98400,0.015434
98450,0.015131
98500,0.015271
98550,0.015133
98600,0.015516
98650,0.015833
98700,0.015457
98750,0.015965
98800,0.015388
98850,0.015225
98900,0.015802
98950,0.015749
99000,0.015445
99050,0.015439
99100,0.016044
99150,0.015945
99200,0.015749
99250,0.015654
99300,0.016029
99350,0.015673
99400,0.015917
99450,0.015697
99500,0.016418
99550,0.016176
99600,0.015594
99650,0.015774
99700,0.016556
99750,0.016117
99800,0.015584
99850,0.015734
99900,0.015570
99950,0.015510
100000,0.016006
