Size,Time Taken
48250,0.007025
48300,0.007216
48350,0.007092
48400,0.010514
48450,0.015379
48500,0.014049
48550,0.007510
48600,0.007038
48650,0.007131
48700,0.007195
48750,0.007165
48800,0.007241
48850,0.007206
48900,0.007413
48950,0.011744
49000,0.008475
49050,0.007392
49100,0.007449
49150,0.007298
49200,0.007344
49250,0.007255
49300,0.007428
49350,0.007541
49400,0.007393
49450,0.007343
49500,0.007482
49550,0.007203
49600,0.007061
49650,0.007197
49700,0.007188
49750,0.007257
49800,0.007495
49850,0.007295
49900,0.007404
49950,0.007238
50000,0.007165
50050,0.007540
50100,0.007442
50150,0.007195
50200,0.007810
50250,0.007474
50300,0.007666
50350,0.007344
50400,0.007458
50450,0.007920
50500,0.007537
50550,0.007701
50600,0.007523
50650,0.007374
50700,0.007538
50750,0.007559
50800,0.007595
50850,0.007692
50900,0.007563
50950,0.007668
51000,0.007508
51050,0.007524
51100,0.007668
51150,0.007631
51200,0.007457
51250,0.007646
51300,0.007707
51350,0.007567
51400,0.007770
51450,0.007684
51500,0.007756
51550,0.007633
51600,0.008047
51650,0.007794
51700,0.007762
51750,0.007592
51800,0.007532
51850,0.007789
51900,0.007864
51950,0.007828
52000,0.007642
52050,0.007686
52100,0.007589
52150,0.007695
52200,0.007880
52250,0.007704
52300,0.007621
52350,0.007550
52400,0.007761
52450,0.007798
52500,0.008141
52550,0.007925
52600,0.007865
52650,0.007885
52700,0.007968
52750,0.007870
52800,0.008120
52850,0.007815
52900,0.007678
52950,0.008633
53000,0.008135
53050,0.007996
53100,0.008037
53150,0.007886
53200,0.008235
53250,0.007844
53300,0.008362
53350,0.007993
53400,0.007754
53450,0.008445
53500,0.008069
53550,0.007862
53600,0.007926
53650,0.008153
53700,0.007916
53750,0.008008
53800,0.008013
53850,0.008709
53900,0.007882
53950,0.007972
54000,0.008008
54050,0.007988
54100,0.008156
54150,0.008091
54200,0.007908
54250,0.008073
54300,0.008032
54350,0.008046
54400,0.008068
54450,0.008334
54500,0.008264
54550,0.008398
54600,0.008476
54650,0.008231
54700,0.008345
54750,0.008063
54800,0.008099
54850,0.008180
54900,0.008291
54950,0.008263
55000,0.008415
55050,0.008488
55100,0.008368
55150,0.009171
55200,0.008202
55250,0.007986
55300,0.008129
55350,0.008075
55400,0.008251
55450,0.008424
55500,0.008382
55550,0.008279
55600,0.008301
55650,0.008442
55700,0.008299
55750,0.008326
55800,0.008309
55850,0.008448
55900,0.008326
55950,0.008586
56000,0.008682
56050,0.008408
56100,0.008502
56150,0.008410
56200,0.008946
56250,0.008593
56300,0.008559
56350,0.008481
56400,0.008458
56450,0.008383
56500,0.008456
56550,0.008433
56600,0.008418
56650,0.008311
56700,0.008471
56750,0.008461
56800,0.008325
56850,0.008440
56900,0.008564
56950,0.008408
57000,0.008537
57050,0.008655
57100,0.008696
57150,0.008333
57200,0.008532
57250,0.008884
57300,0.008611
57350,0.008792
57400,0.008542
57450,0.008434
57500,0.008577
57550,0.008622
57600,0.008709
57650,0.008521
57700,0.008619
57750,0.008650
57800,0.008540
57850,0.008957
57900,0.008551
57950,0.008484
58000,0.008582
58050,0.008818
58100,0.008541
58150,0.008921
58200,0.009005
58250,0.008809
58300,0.008682
58350,0.008716
58400,0.008750
58450,0.008650
58500,0.009369
58550,0.008534
58600,0.008970
58650,0.009129
58700,0.008701
58750,0.008648
58800,0.009041
58850,0.009255
58900,0.008867
58950,0.008891
59000,0.008763
59050,0.009233
59100,0.008984
59150,0.008859
59200,0.008745
59250,0.008909
59300,0.008855
59350,0.008841
59400,0.009248
59450,0.008803
59500,0.009123
59550,0.009254
59600,0.008971
59650,0.008990
59700,0.008987
59750,0.008895
59800,0.009453
59850,0.008711
59900,0.008993
59950,0.009146
60000,0.009074
60050,0.009419
60100,0.008929
60150,0.009149
60200,0.008981
60250,0.009049
60300,0.008875
60350,0.009400
60400,0.008989
60450,0.009112
60500,0.009049
60550,0.009143
60600,0.009388
60650,0.009523
60700,0.009197
60750,0.008939
60800,0.009105
60850,0.009384
60900,0.009301
60950,0.009236
61000,0.009554
61050,0.009340
61100,0.009222
61150,0.009357
61200,0.009081
61250,0.009596
61300,0.009080
61350,0.009149
61400,0.009123
61450,0.009587
61500,0.009123
61550,0.009205
61600,0.008999
61650,0.009264
61700,0.009760
61750,0.009136
61800,0.009310
61850,0.009053
61900,0.009417
61950,0.009305
62000,0.009158
62050,0.009659
62100,0.009548
62150,0.009156
62200,0.009673
62250,0.009432
62300,0.009529
62350,0.009448
62400,0.009331
62450,0.009473
62500,0.009235
62550,0.009576
62600,0.009408
62650,0.009603
62700,0.009469
62750,0.009372
62800,0.009941
62850,0.009725
62900,0.010014
62950,0.009744
63000,0.009636
63050,0.009842
63100,0.009425
63150,0.009527
63200,0.009508
63250,0.009244
63300,0.009334
63350,0.009521
63400,0.009612
63450,0.009330
63500,0.009930
63550,0.009725
63600,0.009601
63650,0.009450
63700,0.009446
63750,0.009967
63800,0.009647
63850,0.009616
63900,0.009712
63950,0.009492
64000,0.009813
64050,0.009553
64100,0.009770
64150,0.009896
64200,0.009807
64250,0.009778
64300,0.010060
64350,0.009991
64400,0.009607
64450,0.009544
64500,0.009578
64550,0.009567
64600,0.009895
64650,0.009883
64700,0.010305
64750,0.009902
64800,0.009864
64850,0.009976
64900,0.009754
64950,0.009784
65000,0.009892
65050,0.009957
65100,0.009884
65150,0.010057
65200,0.009681
65250,0.009919
65300,0.010069
65350,0.010017
65400,0.009645
65450,0.010030
65500,0.009971
65550,0.010686
65600,0.009758
65650,0.010054
65700,0.010519
65750,0.010006
65800,0.009929
65850,0.010064
65900,0.010157
65950,0.009984
66000,0.009815
66050,0.009847
66100,0.010114
66150,0.010019
66200,0.010355
66250,0.010725
66300,0.010030
66350,0.010066
66400,0.009993
66450,0.010053
66500,0.009978
66550,0.010007
66600,0.009861
66650,0.010343
66700,0.010156
66750,0.010504
66800,0.010068
66850,0.009991
66900,0.010045
66950,0.010081
67000,0.010310
67050,0.010287
67100,0.010060
67150,0.010343
67200,0.011151
67250,0.010484
67300,0.010424
67350,0.010282
67400,0.010697
67450,0.010038
67500,0.010282
67550,0.010411
67600,0.010097
67650,0.010500
67700,0.010285
67750,0.010414
67800,0.010219
67850,0.010374
67900,0.010204
67950,0.010411
68000,0.010338
68050,0.010165
68100,0.010543
68150,0.010850
68200,0.010486
68250,0.010325
68300,0.010182
68350,0.010085
68400,0.010318
68450,0.010419
68500,0.010413
68550,0.010687
68600,0.010533
68650,0.010042
68700,0.010395
68750,0.010688
68800,0.010655
68850,0.010396
68900,0.010399
68950,0.010372
69000,0.010576
69050,0.012504
69100,0.010306
69150,0.010896
69200,0.010511
69250,0.010296
69300,0.010526
69350,0.010560
69400,0.010482
69450,0.010541
69500,0.010411
69550,0.010950
69600,0.010670
69650,0.010769
69700,0.010540
69750,0.010706
69800,0.012552
69850,0.010690
69900,0.010657
69950,0.010543
70000,0.010651
70050,0.010730
70100,0.011471
70150,0.010837
70200,0.010612
70250,0.010579
70300,0.010914
70350,0.010692
70400,0.010534
70450,0.010634
70500,0.010578
70550,0.010599
70600,0.010816
70650,0.011072
70700,0.010827
70750,0.010592
70800,0.010855
70850,0.010623
70900,0.010832
70950,0.011017
71000,0.010833
71050,0.010760
71100,0.011454
71150,0.010786
71200,0.010840
71250,0.010821
71300,0.010690
71350,0.011134
71400,0.010714
71450,0.011192
71500,0.010937
71550,0.010694
71600,0.010729
71650,0.011317
71700,0.010892
71750,0.010963
71800,0.010853
71850,0.011206
71900,0.010928
71950,0.011295
72000,0.011661
72050,0.011073
72100,0.011056
72150,0.010926
72200,0.011204
72250,0.011332
72300,0.010899
72350,0.010933
72400,0.010972
72450,0.010873
72500,0.012718
72550,0.011218
72600,0.011329
72650,0.011282
72700,0.011577
72750,0.010926
72800,0.011164
72850,0.011311
72900,0.011433
72950,0.010830
73000,0.011177
73050,0.011586
73100,0.011144
73150,0.011277
73200,0.011024
73250,0.011262
73300,0.011858
73350,0.011088
73400,0.011406
73450,0.011132
73500,0.011298
73550,0.011495
73600,0.011094
73650,0.011209
73700,0.011111
73750,0.011165
73800,0.011172
73850,0.011424
73900,0.011154
73950,0.011489
74000,0.011279
74050,0.011416
74100,0.011527
74150,0.011278
74200,0.011240
74250,0.011408
74300,0.011410
74350,0.011383
74400,0.011735
74450,0.011728
74500,0.011415
74550,0.011802
74600,0.011328
74650,0.011867
74700,0.011615
74750,0.011330
74800,0.011888
74850,0.011853
74900,0.011770
74950,0.011276
75000,0.011958
75050,0.011967
75100,0.011368
75150,0.011201
75200,0.011340
75250,0.011454
75300,0.011507
75350,0.012114
75400,0.011733
75450,0.011713
75500,0.011702
75550,0.011439
75600,0.011465
75650,0.011425
75700,0.011583
75750,0.011730
75800,0.011566
75850,0.011599
75900,0.011414
75950,0.012046
76000,0.012099
76050,0.011663
76100,0.011644
76150,0.012935
76200,0.011640
76250,0.011593
76300,0.011868
76350,0.012337
76400,0.012233
76450,0.011844
76500,0.011935
76550,0.011498
76600,0.011890
76650,0.011598
76700,0.011788
76750,0.011925
76800,0.012173
76850,0.011673
76900,0.011431
76950,0.012308
77000,0.012082
77050,0.012103
77100,0.011684
77150,0.012375
77200,0.011966
77250,0.011631
77300,0.011764
77350,0.011563
77400,0.011862
77450,0.011855
77500,0.012463
77550,0.012006
77600,0.012216
77650,0.012079
77700,0.011826
77750,0.012020
77800,0.012420
77850,0.012314
77900,0.012126
77950,0.012201
78000,0.012453
78050,0.012393
78100,0.011939
78150,0.011965
78200,0.012132
78250,0.011814
78300,0.012165
78350,0.012698
78400,0.011948
78450,0.011952
78500,0.011925
78550,0.012027
78600,0.012188
78650,0.011929
78700,0.011920
78750,0.012136
78800,0.011915
78850,0.012206
78900,0.012969
78950,0.012118
79000,0.011994
79050,0.011944
79100,0.012322
79150,0.012112
79200,0.012037
79250,0.012615
79300,0.012072
79350,0.012068
79400,0.012219
79450,0.012293
79500,0.012325
79550,0.012336
79600,0.012378
79650,0.012334
79700,0.012272
79750,0.012490
79800,0.012450
79850,0.012136
79900,0.012325
79950,0.012986
80000,0.012420
80050,0.012271
80100,0.012820
80150,0.012322
80200,0.012271
80250,0.012648
80300,0.012673
80350,0.012538
80400,0.012596
80450,0.012144
80500,0.012471
80550,0.012220
80600,0.012350
80650,0.012553
80700,0.012663
80750,0.012525
80800,0.012684
80850,0.012665
80900,0.012982
80950,0.012412
81000,0.012636
81050,0.012229
81100,0.012273
81150,0.012431
81200,0.012312
81250,0.012181
81300,0.012357
81350,0.012574
81400,0.012429
81450,0.012979
81500,0.012828
81550,0.012496
81600,0.013065
81650,0.012603
81700,0.012764
81750,0.012855
81800,0.012461
81850,0.012593
81900,0.012668
81950,0.012743
82000,0.013010
82050,0.012394
82100,0.012639
82150,0.012795
82200,0.012875
82250,0.012841
82300,0.012553
82350,0.013094
82400,0.012633
82450,0.012731
82500,0.012952
82550,0.012725
82600,0.012448
82650,0.012514
82700,0.012615
82750,0.012782
82800,0.012917
82850,0.012728
82900,0.012771
82950,0.013451
83000,0.012816
83050,0.012870
83100,0.012627
83150,0.012835
83200,0.012851
83250,0.012654
83300,0.013098
83350,0.013213
83400,0.012950
83450,0.012831
83500,0.012830
83550,0.012715
83600,0.013112
83650,0.013178
83700,0.012989
83750,0.012625
83800,0.013072
83850,0.013075
83900,0.013409
83950,0.012934
84000,0.013218
84050,0.012897
84100,0.012811
84150,0.013379
84200,0.013658
84250,0.013398
84300,0.012891
84350,0.012974
84400,0.012926
84450,0.013018
84500,0.013143
84550,0.012820
84600,0.013116
84650,0.012994
84700,0.013442
84750,0.013003
84800,0.013785
84850,0.013119
84900,0.013174
84950,0.013280
85000,0.013084
85050,0.013210
85100,0.013205
85150,0.013099
85200,0.013051
85250,0.013231
85300,0.013010
85350,0.013543
85400,0.013663
85450,0.013253
85500,0.013400
85550,0.013530
85600,0.012865
85650,0.013456
85700,0.013100
85750,0.013143
85800,0.013430
85850,0.013720
85900,0.013119
85950,0.013305
86000,0.013832
86050,0.013879
86100,0.013498
86150,0.013416
86200,0.014287
86250,0.013461
86300,0.013232
86350,0.013170
86400,0.013172
86450,0.013731
86500,0.013603
86550,0.012940
86600,0.013717
86650,0.013648
86700,0.013541
86750,0.013349
86800,0.013801
86850,0.013289
86900,0.013359
86950,0.013872
87000,0.013311
87050,0.013551
87100,0.013333
87150,0.013694
87200,0.014038
87250,0.013431
87300,0.013426
87350,0.013489
87400,0.013402
87450,0.013583
87500,0.014018
87550,0.013670
87600,0.014057
87650,0.013473
87700,0.014160
87750,0.013881
87800,0.013810
87850,0.013628
87900,0.014725
87950,0.014273
88000,0.013645
88050,0.013575
88100,0.013656
88150,0.013560
88200,0.013419
88250,0.013697
